nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,jahr_letzte_wahl,uebereinstimmung_regierung,interessen
1217,65,weiblich,NRW,progressiv,CDU,gelegentlich,Klima,FAZ,6,True,2021.0,0.08,"Wirtschaft, Politik, Sport"
1218,40,weiblich,Berlin,progressiv,AfD,immer,Steuern,TikTok,0,False,2024.0,0.71,"Reisen, Technologie, Wirtschaft"
1219,20,divers,Sachsen,liberal,Grüne,immer,Klima,Spiegel,4,False,2021.0,0.53,"Musik, Reisen, Politik"
1220,69,männlich,Berlin,konservativ,Grüne,immer,Bildung,Telegram,3,False,2021.0,0.31,"Klima, Reisen, Musik"
1221,43,weiblich,Hessen,zentristisch,SPD,immer,Sicherheit,Telegram,9,False,,0.99,"Technologie, Musik, Klima"
1222,44,weiblich,Hamburg,konservativ,CDU,immer,Steuern,Tagesschau,7,True,2021.0,0.78,"Musik, Politik, Essen"
1223,18,männlich,Bayern,progressiv,SPD,immer,Sicherheit,FAZ,6,False,,0.77,"Klima, Politik, Musik"
1224,55,weiblich,NRW,konservativ,SPD,immer,Bildung,YouTube,9,True,,0.23,"Bildung, Essen, Klima"
1225,22,männlich,Sachsen,liberal,CDU,gelegentlich,Migration,TikTok,2,True,2021.0,0.84,"Politik, Essen, Sport"
1226,27,weiblich,Hamburg,liberal,FDP,immer,Sicherheit,FAZ,8,False,2021.0,0.15,"Wirtschaft, Bildung, Sport"
1227,74,weiblich,Berlin,zentristisch,Grüne,gelegentlich,Bildung,Facebook-Gruppen,4,True,,0.04,"Bildung, Wirtschaft, Sport"
1228,24,divers,Hamburg,progressiv,AfD,gelegentlich,Klima,Telegram,7,True,2017.0,0.98,"Bildung, Essen, Politik"
1229,29,weiblich,Sachsen,zentristisch,SPD,immer,Gesundheit,Spiegel,5,False,2017.0,0.57,"Technologie, Politik, Wirtschaft"
1230,51,männlich,Bayern,zentristisch,CDU,gelegentlich,Sicherheit,Tagesschau,1,False,2024.0,0.09,"Musik, Essen, Klima"
1231,39,weiblich,Hamburg,konservativ,Die Linke,immer,Steuern,Telegram,5,False,2021.0,0.85,"Technologie, Musik, Bildung"
1232,21,divers,NRW,progressiv,AfD,immer,Steuern,YouTube,4,True,2017.0,0.91,"Reisen, Klima, Wirtschaft"
1233,40,weiblich,NRW,konservativ,CDU,immer,Gesundheit,Facebook-Gruppen,7,True,,0.1,"Sport, Bildung, Reisen"
1234,44,divers,Hessen,zentristisch,Grüne,gelegentlich,Steuern,Tagesschau,2,False,2017.0,0.31,"Politik, Musik, Technologie"
1235,38,weiblich,Berlin,liberal,CDU,nie,Gesundheit,YouTube,8,True,2021.0,0.14,"Politik, Musik, Reisen"
1236,37,weiblich,Sachsen,liberal,Die Linke,immer,Klima,TikTok,5,False,,0.04,"Klima, Sport, Technologie"
1237,22,männlich,Sachsen,progressiv,FDP,nie,Sicherheit,YouTube,8,True,,0.57,"Reisen, Sport, Klima"
1238,32,weiblich,Berlin,progressiv,Grüne,immer,Steuern,Facebook-Gruppen,9,False,2024.0,0.65,"Technologie, Musik, Reisen"
1239,43,männlich,NRW,zentristisch,CDU,immer,Bildung,Tagesschau,2,True,2021.0,0.21,"Essen, Wirtschaft, Politik"
1240,27,weiblich,Sachsen,liberal,FDP,immer,Bildung,FAZ,3,False,2024.0,0.5,"Klima, Wirtschaft, Politik"
1241,57,divers,Hamburg,zentristisch,Die Linke,immer,Bildung,FAZ,5,True,2017.0,0.84,"Bildung, Sport, Essen"
1242,29,männlich,Hamburg,zentristisch,FDP,immer,Gesundheit,YouTube,10,True,2021.0,0.62,"Bildung, Musik, Wirtschaft"
1243,45,divers,Sachsen,konservativ,SPD,nie,Steuern,Telegram,4,False,2021.0,0.25,"Reisen, Essen, Technologie"
1244,33,divers,NRW,zentristisch,FDP,immer,Klima,TikTok,1,False,2024.0,0.66,"Politik, Bildung, Wirtschaft"
1245,29,divers,Sachsen,progressiv,Die Linke,immer,Bildung,YouTube,4,False,2024.0,0.06,"Bildung, Klima, Musik"
1246,65,männlich,Hamburg,zentristisch,AfD,immer,Steuern,Spiegel,6,True,,0.88,"Wirtschaft, Politik, Musik"
1247,19,männlich,Hamburg,zentristisch,FDP,gelegentlich,Gesundheit,FAZ,5,True,2017.0,0.43,"Essen, Reisen, Musik"
1248,48,männlich,Hamburg,progressiv,Grüne,immer,Gesundheit,Telegram,6,False,2021.0,0.49,"Technologie, Reisen, Politik"
1249,71,weiblich,Sachsen,zentristisch,Grüne,immer,Steuern,TikTok,3,False,,0.07,"Bildung, Musik, Politik"
1250,25,weiblich,Berlin,progressiv,Die Linke,gelegentlich,Bildung,Facebook-Gruppen,0,False,2017.0,0.57,"Wirtschaft, Technologie, Essen"
1251,33,männlich,Hessen,progressiv,FDP,immer,Bildung,TikTok,0,False,,0.67,"Essen, Technologie, Klima"
1252,45,weiblich,Hamburg,zentristisch,Die Linke,immer,Sicherheit,TikTok,5,True,,0.44,"Musik, Klima, Wirtschaft"
1253,67,weiblich,Hessen,konservativ,FDP,immer,Sicherheit,YouTube,3,False,2021.0,0.86,"Politik, Bildung, Technologie"
1254,56,divers,Berlin,zentristisch,FDP,gelegentlich,Klima,TikTok,1,True,,0.95,"Musik, Technologie, Wirtschaft"
1255,57,divers,Sachsen,liberal,FDP,gelegentlich,Gesundheit,FAZ,2,False,2017.0,0.34,"Essen, Wirtschaft, Sport"
1256,31,divers,NRW,progressiv,Die Linke,nie,Klima,Facebook-Gruppen,5,False,2017.0,0.52,"Reisen, Sport, Politik"
1257,33,divers,Bayern,konservativ,Grüne,gelegentlich,Gesundheit,Tagesschau,1,True,2024.0,0.7,"Politik, Wirtschaft, Bildung"
1258,59,männlich,Hamburg,progressiv,SPD,immer,Sicherheit,TikTok,1,False,2024.0,0.58,"Wirtschaft, Technologie, Musik"
1259,40,divers,NRW,konservativ,CDU,immer,Steuern,YouTube,0,True,2024.0,0.29,"Bildung, Technologie, Sport"
1260,48,männlich,Sachsen,konservativ,AfD,gelegentlich,Sicherheit,YouTube,1,False,2017.0,0.31,"Essen, Politik, Sport"
1261,41,männlich,Sachsen,progressiv,FDP,immer,Sicherheit,Tagesschau,0,False,2024.0,0.75,"Essen, Politik, Musik"
1262,42,divers,Hamburg,progressiv,AfD,immer,Gesundheit,FAZ,10,False,2021.0,0.71,"Politik, Reisen, Wirtschaft"
1263,50,männlich,Bayern,liberal,AfD,gelegentlich,Sicherheit,Tagesschau,0,True,,0.02,"Politik, Klima, Bildung"
1264,28,männlich,Sachsen,liberal,SPD,gelegentlich,Steuern,FAZ,9,True,2017.0,0.71,"Bildung, Wirtschaft, Technologie"
1265,40,weiblich,Berlin,zentristisch,FDP,immer,Klima,Tagesschau,9,True,2024.0,0.14,"Technologie, Musik, Sport"
1266,19,divers,Berlin,zentristisch,Die Linke,immer,Migration,Telegram,1,False,,0.26,"Bildung, Politik, Wirtschaft"
1267,24,divers,Hamburg,liberal,CDU,gelegentlich,Migration,YouTube,0,True,2017.0,0.65,"Essen, Technologie, Reisen"
1268,34,männlich,Berlin,konservativ,Die Linke,immer,Klima,Tagesschau,6,True,2017.0,0.27,"Klima, Bildung, Politik"
1269,55,divers,Sachsen,konservativ,Grüne,immer,Klima,Tagesschau,7,False,,0.05,"Sport, Bildung, Reisen"
1270,73,weiblich,Berlin,progressiv,AfD,immer,Gesundheit,TikTok,7,False,2021.0,0.89,"Technologie, Klima, Sport"
1271,24,divers,Hessen,konservativ,Die Linke,gelegentlich,Sicherheit,FAZ,2,True,,0.36,"Bildung, Klima, Wirtschaft"
1272,49,männlich,NRW,liberal,AfD,nie,Migration,Tagesschau,5,False,2024.0,0.3,"Wirtschaft, Bildung, Reisen"
1273,64,männlich,NRW,progressiv,Die Linke,gelegentlich,Bildung,TikTok,9,True,2021.0,0.07,"Sport, Technologie, Klima"
1274,62,männlich,Bayern,progressiv,SPD,nie,Gesundheit,FAZ,7,False,2021.0,0.33,"Technologie, Reisen, Politik"
1275,74,weiblich,Sachsen,liberal,Grüne,immer,Sicherheit,Spiegel,8,True,2024.0,0.53,"Musik, Klima, Bildung"
1276,20,männlich,NRW,liberal,CDU,gelegentlich,Steuern,TikTok,0,True,2024.0,0.92,"Bildung, Essen, Sport"
1277,66,weiblich,Sachsen,liberal,Die Linke,immer,Sicherheit,Spiegel,0,True,2024.0,0.47,"Sport, Reisen, Bildung"
1278,39,divers,Sachsen,konservativ,Die Linke,gelegentlich,Klima,Facebook-Gruppen,9,False,2024.0,0.65,"Politik, Bildung, Sport"
1279,41,weiblich,Hamburg,liberal,Grüne,immer,Bildung,Spiegel,4,False,2017.0,0.67,"Sport, Bildung, Reisen"
1280,70,divers,Sachsen,liberal,Grüne,gelegentlich,Migration,Tagesschau,5,True,2017.0,0.55,"Klima, Essen, Sport"
1281,35,weiblich,Sachsen,konservativ,FDP,gelegentlich,Migration,Tagesschau,7,False,2024.0,0.84,"Wirtschaft, Klima, Musik"
1282,68,weiblich,Hamburg,progressiv,FDP,immer,Steuern,FAZ,8,False,2024.0,0.54,"Sport, Essen, Musik"
1283,51,weiblich,Bayern,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,7,True,2021.0,0.67,"Wirtschaft, Musik, Sport"
1284,47,divers,Hamburg,zentristisch,Die Linke,immer,Steuern,Facebook-Gruppen,3,True,2017.0,0.61,"Technologie, Klima, Bildung"
1285,27,divers,Berlin,konservativ,AfD,immer,Gesundheit,TikTok,1,False,2021.0,0.46,"Sport, Bildung, Musik"
1286,72,weiblich,Hessen,zentristisch,FDP,gelegentlich,Steuern,Telegram,5,False,2017.0,0.36,"Bildung, Essen, Klima"
1287,61,divers,Bayern,zentristisch,CDU,immer,Steuern,Facebook-Gruppen,1,False,2024.0,0.06,"Politik, Essen, Musik"
1288,69,divers,Hamburg,konservativ,AfD,immer,Migration,Facebook-Gruppen,2,True,2024.0,0.44,"Bildung, Essen, Reisen"
1289,57,männlich,Sachsen,konservativ,SPD,immer,Gesundheit,Spiegel,5,False,,0.85,"Klima, Essen, Wirtschaft"
1290,45,weiblich,NRW,konservativ,Die Linke,immer,Sicherheit,Spiegel,2,True,2017.0,0.01,"Essen, Sport, Wirtschaft"
1291,74,männlich,Berlin,liberal,CDU,gelegentlich,Steuern,YouTube,0,True,2017.0,0.6,"Technologie, Essen, Reisen"
1292,60,divers,Berlin,progressiv,SPD,immer,Gesundheit,Telegram,0,False,,0.62,"Musik, Essen, Sport"
1293,25,divers,Hamburg,liberal,SPD,immer,Klima,Spiegel,2,False,2021.0,0.8,"Sport, Musik, Wirtschaft"
1294,49,divers,Berlin,progressiv,Grüne,gelegentlich,Steuern,Spiegel,4,False,2024.0,0.4,"Reisen, Sport, Technologie"
1295,72,männlich,Bayern,progressiv,AfD,immer,Gesundheit,Facebook-Gruppen,4,False,2017.0,0.74,"Wirtschaft, Politik, Technologie"
1296,39,männlich,Sachsen,zentristisch,CDU,immer,Gesundheit,Facebook-Gruppen,7,True,2021.0,0.51,"Bildung, Politik, Klima"
1297,26,weiblich,Berlin,progressiv,SPD,immer,Klima,Spiegel,2,False,2021.0,0.76,"Wirtschaft, Politik, Sport"
1298,46,divers,Hamburg,konservativ,FDP,immer,Gesundheit,Spiegel,10,False,2021.0,0.22,"Politik, Musik, Wirtschaft"
1299,43,männlich,Sachsen,konservativ,SPD,gelegentlich,Bildung,Spiegel,8,True,2021.0,0.03,"Musik, Reisen, Essen"
1300,56,männlich,Sachsen,konservativ,CDU,immer,Bildung,Spiegel,5,False,,1.0,"Wirtschaft, Bildung, Politik"
1301,38,divers,Sachsen,zentristisch,Die Linke,immer,Steuern,YouTube,4,False,2024.0,0.81,"Sport, Essen, Politik"
1302,71,männlich,Hamburg,zentristisch,Die Linke,immer,Gesundheit,TikTok,1,True,,0.62,"Sport, Reisen, Wirtschaft"
1303,35,divers,Bayern,progressiv,Die Linke,gelegentlich,Klima,FAZ,9,True,2017.0,0.31,"Technologie, Sport, Wirtschaft"
1304,55,divers,Bayern,progressiv,AfD,gelegentlich,Bildung,Telegram,6,False,2017.0,0.02,"Essen, Klima, Technologie"
1305,26,männlich,Sachsen,konservativ,FDP,gelegentlich,Bildung,YouTube,2,True,2017.0,0.69,"Klima, Sport, Wirtschaft"
1306,36,divers,NRW,progressiv,Grüne,immer,Gesundheit,Facebook-Gruppen,6,False,2024.0,0.05,"Wirtschaft, Sport, Musik"
1307,26,divers,NRW,liberal,SPD,gelegentlich,Gesundheit,Facebook-Gruppen,7,False,2017.0,0.46,"Wirtschaft, Musik, Reisen"
1308,53,divers,Hamburg,progressiv,FDP,gelegentlich,Bildung,Tagesschau,2,False,2021.0,0.3,"Sport, Reisen, Musik"
1309,37,weiblich,Berlin,liberal,CDU,immer,Bildung,Tagesschau,4,True,2017.0,0.31,"Technologie, Politik, Sport"
1310,64,männlich,Hamburg,liberal,SPD,immer,Gesundheit,TikTok,2,False,2024.0,0.52,"Sport, Reisen, Wirtschaft"
1311,74,männlich,NRW,progressiv,Die Linke,immer,Sicherheit,TikTok,8,True,2021.0,0.08,"Bildung, Reisen, Wirtschaft"
1312,47,divers,Sachsen,liberal,Grüne,immer,Bildung,Facebook-Gruppen,1,False,2024.0,0.72,"Technologie, Sport, Essen"
1313,45,divers,NRW,liberal,AfD,immer,Gesundheit,Tagesschau,2,True,,0.5,"Essen, Sport, Reisen"
1314,71,männlich,Hamburg,progressiv,AfD,immer,Steuern,YouTube,5,False,2021.0,0.34,"Technologie, Essen, Sport"
1315,63,divers,NRW,liberal,Grüne,immer,Steuern,TikTok,1,False,2017.0,0.37,"Politik, Technologie, Bildung"
1316,32,männlich,Bayern,konservativ,SPD,immer,Gesundheit,Spiegel,1,True,,0.0,"Technologie, Musik, Politik"
1317,60,divers,Hamburg,progressiv,Grüne,immer,Sicherheit,TikTok,0,False,2017.0,0.6,"Musik, Politik, Bildung"
1318,74,männlich,Hamburg,zentristisch,AfD,immer,Gesundheit,Spiegel,1,False,,0.12,"Wirtschaft, Essen, Bildung"
1319,44,männlich,Bayern,progressiv,SPD,nie,Sicherheit,TikTok,4,True,,0.77,"Sport, Klima, Bildung"
1320,45,divers,Hamburg,progressiv,Die Linke,immer,Steuern,Tagesschau,8,False,,0.01,"Essen, Sport, Technologie"
1321,23,weiblich,Sachsen,konservativ,FDP,immer,Klima,Spiegel,0,False,,0.24,"Musik, Politik, Essen"
1322,62,männlich,Berlin,zentristisch,CDU,immer,Steuern,FAZ,10,False,2024.0,0.75,"Reisen, Klima, Musik"
1323,25,weiblich,Berlin,konservativ,SPD,immer,Klima,Tagesschau,8,False,2024.0,0.32,"Bildung, Musik, Reisen"
1324,59,weiblich,Sachsen,konservativ,Grüne,gelegentlich,Bildung,Tagesschau,10,False,2024.0,0.14,"Technologie, Essen, Musik"
1325,36,divers,NRW,progressiv,SPD,immer,Gesundheit,FAZ,6,True,2024.0,0.27,"Sport, Wirtschaft, Essen"
1326,68,männlich,NRW,konservativ,Die Linke,immer,Gesundheit,Telegram,0,True,2021.0,0.05,"Reisen, Klima, Essen"
1327,70,männlich,NRW,zentristisch,Die Linke,gelegentlich,Bildung,YouTube,4,False,,0.9,"Wirtschaft, Technologie, Politik"
1328,70,weiblich,Hessen,progressiv,Grüne,immer,Sicherheit,YouTube,3,True,2021.0,0.85,"Klima, Wirtschaft, Sport"
1329,62,weiblich,Berlin,liberal,SPD,immer,Gesundheit,FAZ,1,False,,0.99,"Essen, Reisen, Musik"
1330,40,divers,Bayern,liberal,Die Linke,gelegentlich,Bildung,Facebook-Gruppen,7,False,2017.0,0.48,"Musik, Reisen, Sport"
1331,28,männlich,NRW,liberal,Grüne,immer,Migration,Facebook-Gruppen,7,True,2021.0,0.68,"Reisen, Sport, Klima"
1332,55,divers,Sachsen,konservativ,FDP,immer,Gesundheit,TikTok,8,True,2024.0,0.46,"Wirtschaft, Klima, Bildung"
1333,57,weiblich,Berlin,liberal,Die Linke,immer,Sicherheit,TikTok,10,False,2024.0,0.51,"Wirtschaft, Klima, Technologie"
1334,29,weiblich,Bayern,konservativ,SPD,immer,Klima,Facebook-Gruppen,6,True,2017.0,0.26,"Reisen, Bildung, Essen"
1335,36,divers,Bayern,zentristisch,FDP,gelegentlich,Klima,Tagesschau,10,True,2024.0,0.54,"Politik, Bildung, Sport"
1336,37,weiblich,NRW,progressiv,AfD,nie,Gesundheit,FAZ,2,False,,0.56,"Technologie, Wirtschaft, Reisen"
1337,21,männlich,Berlin,konservativ,AfD,immer,Migration,Telegram,0,True,2021.0,0.92,"Sport, Klima, Bildung"
1338,27,männlich,Berlin,liberal,Die Linke,nie,Gesundheit,YouTube,10,False,2021.0,0.13,"Musik, Politik, Reisen"
1339,47,weiblich,NRW,konservativ,FDP,immer,Bildung,Facebook-Gruppen,4,True,,0.49,"Sport, Wirtschaft, Bildung"
1340,45,männlich,Sachsen,progressiv,Grüne,gelegentlich,Gesundheit,FAZ,8,True,,0.59,"Wirtschaft, Klima, Technologie"
1341,57,divers,Hamburg,konservativ,Grüne,immer,Steuern,TikTok,0,False,,0.04,"Musik, Essen, Politik"
1342,37,männlich,Bayern,zentristisch,CDU,gelegentlich,Sicherheit,TikTok,3,True,,0.56,"Essen, Reisen, Sport"
1343,74,divers,Hessen,konservativ,AfD,immer,Gesundheit,Telegram,4,False,2021.0,0.59,"Politik, Wirtschaft, Technologie"
1344,61,männlich,Berlin,progressiv,FDP,nie,Steuern,Spiegel,6,False,2024.0,0.62,"Technologie, Reisen, Politik"
1345,23,männlich,NRW,zentristisch,SPD,immer,Steuern,Facebook-Gruppen,3,False,2021.0,0.03,"Politik, Essen, Wirtschaft"
1346,63,divers,Hessen,zentristisch,CDU,immer,Klima,Telegram,3,False,2024.0,0.18,"Musik, Klima, Sport"
1347,62,divers,Bayern,konservativ,FDP,immer,Steuern,Telegram,9,True,,0.22,"Wirtschaft, Klima, Technologie"
1348,56,divers,Bayern,zentristisch,AfD,gelegentlich,Gesundheit,Spiegel,7,False,2021.0,0.97,"Reisen, Klima, Bildung"
1349,59,weiblich,Sachsen,liberal,FDP,gelegentlich,Bildung,TikTok,0,False,2021.0,0.94,"Reisen, Sport, Technologie"
1350,28,männlich,Berlin,liberal,SPD,gelegentlich,Steuern,Facebook-Gruppen,3,True,2017.0,0.65,"Wirtschaft, Bildung, Politik"
1351,64,männlich,Bayern,zentristisch,Grüne,gelegentlich,Migration,TikTok,1,True,2021.0,0.31,"Bildung, Technologie, Politik"
1352,43,divers,Hamburg,liberal,Die Linke,immer,Migration,Tagesschau,7,True,2017.0,0.48,"Wirtschaft, Reisen, Sport"
1353,35,männlich,Sachsen,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,10,True,2024.0,0.71,"Essen, Klima, Musik"
1354,41,männlich,NRW,zentristisch,Die Linke,gelegentlich,Klima,FAZ,6,False,,0.68,"Bildung, Sport, Essen"
1355,75,divers,Sachsen,konservativ,CDU,immer,Klima,YouTube,1,True,2024.0,0.26,"Essen, Politik, Bildung"
1356,47,divers,Berlin,liberal,CDU,immer,Bildung,Spiegel,1,False,2024.0,0.15,"Klima, Bildung, Essen"
1357,69,divers,NRW,liberal,AfD,immer,Gesundheit,FAZ,0,False,2024.0,0.64,"Wirtschaft, Klima, Bildung"
1358,62,weiblich,Berlin,konservativ,Die Linke,gelegentlich,Gesundheit,Tagesschau,6,False,,0.49,"Essen, Sport, Wirtschaft"
1359,19,männlich,Hessen,zentristisch,CDU,gelegentlich,Klima,FAZ,0,False,2017.0,0.0,"Essen, Politik, Wirtschaft"
1360,61,männlich,Hessen,progressiv,Die Linke,gelegentlich,Sicherheit,FAZ,2,False,2024.0,0.88,"Klima, Essen, Politik"
1361,72,männlich,Hessen,liberal,CDU,gelegentlich,Migration,TikTok,8,False,2021.0,0.45,"Politik, Essen, Klima"
1362,61,divers,NRW,konservativ,SPD,immer,Bildung,TikTok,9,True,2021.0,0.0,"Technologie, Bildung, Essen"
1363,22,weiblich,Sachsen,konservativ,Grüne,immer,Sicherheit,TikTok,0,True,2024.0,0.97,"Politik, Essen, Sport"
1364,19,weiblich,Berlin,zentristisch,CDU,immer,Sicherheit,Facebook-Gruppen,5,False,2024.0,0.21,"Bildung, Politik, Wirtschaft"
1365,73,weiblich,Hessen,konservativ,FDP,gelegentlich,Sicherheit,FAZ,0,False,2024.0,0.45,"Sport, Technologie, Reisen"
1366,33,divers,Hamburg,zentristisch,SPD,immer,Klima,YouTube,0,True,,0.76,"Bildung, Sport, Musik"
1367,19,männlich,Sachsen,konservativ,FDP,immer,Bildung,Spiegel,0,True,2024.0,0.09,"Bildung, Reisen, Klima"
1368,25,weiblich,Bayern,progressiv,AfD,immer,Gesundheit,Tagesschau,1,False,2021.0,0.04,"Technologie, Bildung, Essen"
1369,42,divers,NRW,liberal,SPD,gelegentlich,Steuern,Spiegel,10,False,,0.71,"Klima, Bildung, Musik"
1370,74,divers,Hamburg,konservativ,Grüne,immer,Klima,TikTok,10,True,,0.02,"Politik, Essen, Sport"
1371,64,weiblich,Bayern,progressiv,Grüne,gelegentlich,Sicherheit,Telegram,0,False,2024.0,0.84,"Wirtschaft, Technologie, Reisen"
1372,42,weiblich,Sachsen,konservativ,SPD,gelegentlich,Sicherheit,Telegram,0,True,,0.35,"Reisen, Wirtschaft, Sport"
1373,59,weiblich,Hamburg,liberal,SPD,nie,Gesundheit,YouTube,2,False,2021.0,0.4,"Technologie, Reisen, Wirtschaft"
1374,19,männlich,Berlin,konservativ,SPD,nie,Klima,FAZ,1,True,2024.0,1.0,"Technologie, Sport, Wirtschaft"
1375,33,divers,Sachsen,progressiv,SPD,immer,Steuern,YouTube,1,True,2017.0,0.61,"Wirtschaft, Bildung, Klima"
1376,69,divers,Hessen,liberal,AfD,immer,Sicherheit,FAZ,1,True,2017.0,0.16,"Reisen, Technologie, Musik"
1377,42,männlich,Sachsen,zentristisch,SPD,immer,Steuern,Telegram,2,True,2021.0,0.41,"Technologie, Musik, Bildung"
1378,35,weiblich,Hessen,liberal,AfD,nie,Gesundheit,Tagesschau,10,True,2017.0,0.76,"Musik, Klima, Essen"
1379,57,divers,Berlin,konservativ,Grüne,immer,Gesundheit,Facebook-Gruppen,1,True,2021.0,0.01,"Bildung, Musik, Klima"
1380,75,divers,Hamburg,zentristisch,SPD,immer,Sicherheit,TikTok,3,False,2024.0,0.1,"Musik, Essen, Sport"
1381,43,divers,Berlin,liberal,CDU,immer,Steuern,Spiegel,8,True,,0.18,"Musik, Essen, Sport"
1382,47,männlich,Berlin,konservativ,SPD,nie,Sicherheit,Facebook-Gruppen,4,True,,0.38,"Politik, Reisen, Musik"
1383,75,männlich,Berlin,liberal,Die Linke,gelegentlich,Steuern,Spiegel,8,False,2024.0,0.96,"Reisen, Technologie, Bildung"
1384,29,männlich,Hamburg,konservativ,CDU,nie,Sicherheit,Telegram,1,False,2024.0,0.27,"Technologie, Essen, Musik"
1385,30,divers,Hessen,konservativ,SPD,immer,Gesundheit,Tagesschau,10,True,,0.08,"Reisen, Wirtschaft, Technologie"
1386,38,divers,NRW,progressiv,Die Linke,nie,Sicherheit,Telegram,6,False,2017.0,0.76,"Politik, Technologie, Musik"
1387,42,divers,Berlin,progressiv,AfD,gelegentlich,Migration,YouTube,8,False,,0.03,"Sport, Essen, Klima"
1388,49,divers,Sachsen,progressiv,FDP,immer,Bildung,Telegram,7,True,,0.55,"Klima, Wirtschaft, Musik"
1389,18,männlich,Sachsen,progressiv,AfD,nie,Sicherheit,TikTok,8,True,2021.0,0.87,"Reisen, Klima, Politik"
1390,69,weiblich,Hessen,progressiv,Grüne,immer,Steuern,Telegram,0,False,2021.0,0.16,"Politik, Sport, Musik"
1391,68,männlich,Hessen,konservativ,CDU,gelegentlich,Klima,YouTube,10,False,,0.78,"Essen, Politik, Reisen"
1392,22,weiblich,NRW,konservativ,CDU,immer,Gesundheit,TikTok,0,True,2017.0,0.98,"Politik, Bildung, Essen"
1393,65,divers,Hessen,progressiv,SPD,gelegentlich,Gesundheit,Facebook-Gruppen,0,False,2017.0,0.62,"Wirtschaft, Reisen, Klima"
1394,66,weiblich,Hamburg,zentristisch,AfD,immer,Sicherheit,Facebook-Gruppen,0,False,2017.0,0.37,"Wirtschaft, Technologie, Essen"
1395,29,männlich,NRW,progressiv,CDU,immer,Sicherheit,Spiegel,6,True,,0.23,"Wirtschaft, Bildung, Musik"
1396,38,weiblich,NRW,progressiv,Grüne,immer,Klima,Facebook-Gruppen,0,True,2017.0,0.85,"Essen, Sport, Politik"
1397,25,divers,Berlin,konservativ,Die Linke,immer,Bildung,Tagesschau,0,True,2021.0,0.04,"Politik, Sport, Essen"
1398,59,weiblich,NRW,progressiv,Die Linke,gelegentlich,Steuern,YouTube,3,False,2021.0,0.96,"Wirtschaft, Klima, Musik"
1399,42,männlich,Hessen,liberal,FDP,immer,Bildung,Spiegel,9,True,2017.0,0.57,"Klima, Sport, Politik"
1400,74,weiblich,Hamburg,liberal,Grüne,immer,Bildung,Facebook-Gruppen,1,False,,0.13,"Wirtschaft, Klima, Bildung"
1401,71,weiblich,Hamburg,zentristisch,SPD,immer,Gesundheit,Telegram,8,True,,0.71,"Sport, Technologie, Klima"
1402,58,divers,Hamburg,progressiv,Die Linke,immer,Migration,Telegram,1,False,,0.9,"Sport, Politik, Reisen"
1403,60,weiblich,Bayern,liberal,Grüne,immer,Bildung,Spiegel,2,True,,0.09,"Essen, Wirtschaft, Technologie"
1404,28,divers,Hamburg,zentristisch,CDU,nie,Migration,Tagesschau,9,False,2021.0,0.25,"Technologie, Reisen, Bildung"
1405,26,weiblich,Hamburg,zentristisch,Die Linke,gelegentlich,Migration,Facebook-Gruppen,5,True,2017.0,0.24,"Reisen, Technologie, Bildung"
1406,75,divers,Bayern,zentristisch,Die Linke,nie,Bildung,FAZ,6,False,2024.0,0.94,"Reisen, Technologie, Politik"
1407,50,männlich,NRW,konservativ,Grüne,gelegentlich,Sicherheit,YouTube,3,True,2024.0,0.07,"Reisen, Sport, Musik"
1408,23,divers,Bayern,liberal,Grüne,gelegentlich,Migration,Spiegel,1,False,2024.0,0.3,"Wirtschaft, Musik, Sport"
1409,22,weiblich,Berlin,zentristisch,Die Linke,nie,Bildung,YouTube,5,False,,0.6,"Politik, Technologie, Essen"
1410,23,weiblich,Bayern,zentristisch,Grüne,immer,Klima,YouTube,7,True,2024.0,0.69,"Bildung, Musik, Wirtschaft"
1411,70,männlich,Sachsen,progressiv,Die Linke,immer,Klima,TikTok,7,True,2017.0,0.06,"Politik, Reisen, Klima"
1412,18,divers,Berlin,konservativ,Grüne,immer,Migration,YouTube,2,True,2024.0,0.75,"Reisen, Klima, Musik"
1413,56,divers,Hamburg,konservativ,AfD,immer,Klima,Tagesschau,10,True,2024.0,1.0,"Musik, Politik, Bildung"
1414,51,männlich,NRW,zentristisch,CDU,immer,Bildung,Facebook-Gruppen,10,False,2017.0,0.52,"Musik, Wirtschaft, Politik"
1415,28,divers,Hamburg,konservativ,Die Linke,immer,Steuern,TikTok,3,False,2021.0,0.98,"Essen, Klima, Musik"
1416,54,divers,Hessen,liberal,Die Linke,immer,Steuern,Telegram,5,True,2024.0,0.59,"Bildung, Essen, Sport"
