nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
1216,59,männlich,Bayern,liberal,CDU,immer,Klima,Tagesschau,9,False,0.76,"Bildung, Klima, Politik",Grüne
1217,65,weiblich,NRW,progressiv,SPD,gelegentlich,Klima,FAZ,6,True,0.08,"Wirtschaft, Politik, Sport",Grüne
1218,40,weiblich,Berlin,progressiv,CSU,immer,Steuern,TikTok,0,False,0.71,"Reisen, Technologie, Wirtschaft",SPD
1219,20,weiblich,Sachsen,liberal,,nie,Klima,Spiegel,4,False,0.53,"Musik, Reisen, Politik",FDP
1220,69,männlich,Berlin,konservativ,Die Linke,immer,Bildung,Telegram,3,False,0.31,"Klima, Reisen, Musik",FDP
1221,43,weiblich,Hessen,zentristisch,CDU,immer,Sicherheit,Telegram,9,False,0.99,"Technologie, Musik, Klima",SPD
1222,44,weiblich,Hamburg,konservativ,CDU,immer,Steuern,Tagesschau,7,True,0.78,"Musik, Politik, Essen",AfD
1223,18,männlich,Bayern,progressiv,Grüne,immer,Sicherheit,FAZ,6,False,0.77,"Klima, Politik, Musik",Linke
1224,55,weiblich,NRW,konservativ,SPD,immer,Bildung,YouTube,9,True,0.23,"Bildung, Essen, Klima",FDP
1225,22,männlich,Sachsen,liberal,SPD,gelegentlich,Migration,TikTok,2,True,0.84,"Politik, Essen, Sport",FDP
1226,27,weiblich,Hamburg,liberal,Grüne,immer,Sicherheit,FAZ,8,False,0.15,"Wirtschaft, Bildung, Sport",FDP
1227,74,weiblich,Berlin,zentristisch,SPD,gelegentlich,Bildung,Facebook-Gruppen,4,True,0.04,"Bildung, Wirtschaft, Sport",CDU
1228,24,weiblich,Hamburg,progressiv,SPD,gelegentlich,Klima,Telegram,7,True,0.98,"Bildung, Essen, Politik",Linke
1229,29,weiblich,Sachsen,zentristisch,FDP,immer,Gesundheit,Spiegel,5,False,0.57,"Technologie, Politik, Wirtschaft",SPD
1230,51,männlich,Bayern,zentristisch,SPD,gelegentlich,Sicherheit,Tagesschau,1,False,0.09,"Musik, Essen, Klima",SPD
1231,39,weiblich,Hamburg,konservativ,SPD,immer,Steuern,Telegram,5,False,0.85,"Technologie, Musik, Bildung",CDU
1232,21,weiblich,NRW,progressiv,,nie,Steuern,YouTube,4,True,0.91,"Reisen, Klima, Wirtschaft",SPD
1233,40,weiblich,NRW,konservativ,,nie,Gesundheit,Facebook-Gruppen,7,True,0.1,"Sport, Bildung, Reisen",CDU
1234,44,weiblich,Hessen,zentristisch,CSU,gelegentlich,Steuern,Tagesschau,2,False,0.31,"Politik, Musik, Technologie",FDP
1235,38,weiblich,Berlin,liberal,,nie,Gesundheit,YouTube,8,True,0.14,"Politik, Musik, Reisen",SPD
1236,37,weiblich,Sachsen,liberal,CDU,immer,Klima,TikTok,5,False,0.04,"Klima, Sport, Technologie",FDP
1237,22,männlich,Sachsen,progressiv,,nie,Sicherheit,YouTube,8,True,0.57,"Reisen, Sport, Klima",SPD
1238,32,weiblich,Berlin,progressiv,SPD,immer,Steuern,Facebook-Gruppen,9,False,0.65,"Technologie, Musik, Reisen",Linke
1239,43,männlich,NRW,zentristisch,,nie,Bildung,Tagesschau,2,True,0.21,"Essen, Wirtschaft, Politik",CDU
1240,27,weiblich,Sachsen,liberal,Grüne,immer,Bildung,FAZ,3,False,0.5,"Klima, Wirtschaft, Politik",FDP
1241,57,weiblich,Hamburg,zentristisch,SPD,immer,Bildung,FAZ,5,True,0.84,"Bildung, Sport, Essen",SPD
1242,29,männlich,Hamburg,zentristisch,SPD,immer,Gesundheit,YouTube,10,True,0.62,"Bildung, Musik, Wirtschaft",CDU
1243,45,männlich,Sachsen,konservativ,,nie,Steuern,Telegram,4,False,0.25,"Reisen, Essen, Technologie",FDP
1244,33,weiblich,NRW,zentristisch,SPD,immer,Klima,TikTok,1,False,0.66,"Politik, Bildung, Wirtschaft",CDU
1245,29,weiblich,Sachsen,progressiv,FDP,immer,Bildung,YouTube,4,False,0.06,"Bildung, Klima, Musik",Grüne
1246,65,männlich,Hamburg,zentristisch,SPD,immer,Steuern,Spiegel,6,True,0.88,"Wirtschaft, Politik, Musik",FDP
1247,19,männlich,Hamburg,zentristisch,,nie,Gesundheit,FAZ,5,True,0.43,"Essen, Reisen, Musik",SPD
1248,48,männlich,Hamburg,progressiv,AfD,immer,Gesundheit,Telegram,6,False,0.49,"Technologie, Reisen, Politik",Linke
1249,71,weiblich,Sachsen,zentristisch,FDP,immer,Steuern,TikTok,3,False,0.07,"Bildung, Musik, Politik",FDP
1250,25,weiblich,Berlin,progressiv,FDP,gelegentlich,Bildung,Facebook-Gruppen,0,False,0.57,"Wirtschaft, Technologie, Essen",SPD
1251,33,männlich,Hessen,progressiv,Grüne,immer,Bildung,TikTok,0,False,0.67,"Essen, Technologie, Klima",SPD
1252,45,weiblich,Hamburg,zentristisch,SPD,immer,Sicherheit,TikTok,5,True,0.44,"Musik, Klima, Wirtschaft",CDU
1253,67,weiblich,Hessen,konservativ,,nie,Sicherheit,YouTube,3,False,0.86,"Politik, Bildung, Technologie",AfD
1254,56,männlich,Berlin,zentristisch,SPD,gelegentlich,Klima,TikTok,1,True,0.95,"Musik, Technologie, Wirtschaft",SPD
1255,57,männlich,Sachsen,liberal,CSU,gelegentlich,Gesundheit,FAZ,2,False,0.34,"Essen, Wirtschaft, Sport",FDP
1256,31,männlich,NRW,progressiv,,nie,Klima,Facebook-Gruppen,5,False,0.52,"Reisen, Sport, Politik",Grüne
1257,33,männlich,Bayern,konservativ,CDU,gelegentlich,Gesundheit,Tagesschau,1,True,0.7,"Politik, Wirtschaft, Bildung",CDU
1258,59,männlich,Hamburg,progressiv,,nie,Sicherheit,TikTok,1,False,0.58,"Wirtschaft, Technologie, Musik",Linke
1259,40,weiblich,NRW,konservativ,Die Linke,immer,Steuern,YouTube,0,True,0.29,"Bildung, Technologie, Sport",AfD
1260,48,männlich,Sachsen,konservativ,,nie,Sicherheit,YouTube,1,False,0.31,"Essen, Politik, Sport",FDP
1261,41,männlich,Sachsen,progressiv,SPD,immer,Sicherheit,Tagesschau,0,False,0.75,"Essen, Politik, Musik",Grüne
1262,42,weiblich,Hamburg,progressiv,SPD,immer,Gesundheit,FAZ,10,False,0.71,"Politik, Reisen, Wirtschaft",Linke
1263,50,männlich,Bayern,liberal,Grüne,gelegentlich,Sicherheit,Tagesschau,0,True,0.02,"Politik, Klima, Bildung",SPD
1264,28,männlich,Sachsen,liberal,,nie,Steuern,FAZ,9,True,0.71,"Bildung, Wirtschaft, Technologie",Grüne
1265,40,weiblich,Berlin,zentristisch,SPD,immer,Klima,Tagesschau,9,True,0.14,"Technologie, Musik, Sport",SPD
1266,19,weiblich,Berlin,zentristisch,,nie,Migration,Telegram,1,False,0.26,"Bildung, Politik, Wirtschaft",SPD
1267,24,weiblich,Hamburg,liberal,,nie,Migration,YouTube,0,True,0.65,"Essen, Technologie, Reisen",Grüne
1268,34,männlich,Berlin,konservativ,FDP,immer,Klima,Tagesschau,6,True,0.27,"Klima, Bildung, Politik",CDU
1269,55,weiblich,Sachsen,konservativ,SPD,immer,Klima,Tagesschau,7,False,0.05,"Sport, Bildung, Reisen",FDP
1270,73,weiblich,Berlin,progressiv,SPD,immer,Gesundheit,TikTok,7,False,0.89,"Technologie, Klima, Sport",Grüne
1271,24,weiblich,Hessen,konservativ,CDU,gelegentlich,Sicherheit,FAZ,2,True,0.36,"Bildung, Klima, Wirtschaft",FDP
1272,49,männlich,NRW,liberal,,nie,Migration,Tagesschau,5,False,0.3,"Wirtschaft, Bildung, Reisen",SPD
1273,64,männlich,NRW,progressiv,,nie,Bildung,TikTok,9,True,0.07,"Sport, Technologie, Klima",SPD
1274,62,männlich,Bayern,progressiv,,nie,Gesundheit,FAZ,7,False,0.33,"Technologie, Reisen, Politik",SPD
1275,74,weiblich,Sachsen,liberal,CSU,immer,Sicherheit,Spiegel,8,True,0.53,"Musik, Klima, Bildung",Grüne
1276,20,männlich,NRW,liberal,,nie,Steuern,TikTok,0,True,0.92,"Bildung, Essen, Sport",Grüne
1277,66,weiblich,Sachsen,liberal,AfD,immer,Sicherheit,Spiegel,0,True,0.47,"Sport, Reisen, Bildung",SPD
1278,39,männlich,Sachsen,konservativ,,nie,Klima,Facebook-Gruppen,9,False,0.65,"Politik, Bildung, Sport",AfD
1279,41,weiblich,Hamburg,liberal,Grüne,immer,Bildung,Spiegel,4,False,0.67,"Sport, Bildung, Reisen",FDP
1280,70,weiblich,Sachsen,liberal,SPD,gelegentlich,Migration,Tagesschau,5,True,0.55,"Klima, Essen, Sport",SPD
1281,35,weiblich,Sachsen,konservativ,Grüne,gelegentlich,Migration,Tagesschau,7,False,0.84,"Wirtschaft, Klima, Musik",CDU
1282,68,weiblich,Hamburg,progressiv,SPD,immer,Steuern,FAZ,8,False,0.54,"Sport, Essen, Musik",Linke
1283,51,weiblich,Bayern,zentristisch,,nie,Bildung,Facebook-Gruppen,7,True,0.67,"Wirtschaft, Musik, Sport",SPD
1284,47,männlich,Hamburg,zentristisch,SPD,immer,Steuern,Facebook-Gruppen,3,True,0.61,"Technologie, Klima, Bildung",FDP
1285,27,männlich,Berlin,konservativ,CDU,immer,Gesundheit,TikTok,1,False,0.46,"Sport, Bildung, Musik",FDP
1286,72,weiblich,Hessen,zentristisch,,nie,Steuern,Telegram,5,False,0.36,"Bildung, Essen, Klima",FDP
1287,61,weiblich,Bayern,zentristisch,CDU,immer,Steuern,Facebook-Gruppen,1,False,0.06,"Politik, Essen, Musik",SPD
1288,69,männlich,Hamburg,konservativ,,nie,Migration,Facebook-Gruppen,2,True,0.44,"Bildung, Essen, Reisen",CDU
1289,57,männlich,Sachsen,konservativ,,nie,Gesundheit,Spiegel,5,False,0.85,"Klima, Essen, Wirtschaft",CDU
1290,45,weiblich,NRW,konservativ,Grüne,immer,Sicherheit,Spiegel,2,True,0.01,"Essen, Sport, Wirtschaft",AfD
1291,74,männlich,Berlin,liberal,,nie,Steuern,YouTube,0,True,0.6,"Technologie, Essen, Reisen",FDP
1292,60,weiblich,Berlin,progressiv,CDU,immer,Gesundheit,Telegram,0,False,0.62,"Musik, Essen, Sport",Grüne
1293,25,männlich,Hamburg,liberal,CDU,immer,Klima,Spiegel,2,False,0.8,"Sport, Musik, Wirtschaft",SPD
1294,49,weiblich,Berlin,progressiv,AfD,gelegentlich,Steuern,Spiegel,4,False,0.4,"Reisen, Sport, Technologie",Linke
1295,72,männlich,Bayern,progressiv,CDU,immer,Gesundheit,Facebook-Gruppen,4,False,0.74,"Wirtschaft, Politik, Technologie",Linke
1296,39,männlich,Sachsen,zentristisch,CDU,immer,Gesundheit,Facebook-Gruppen,7,True,0.51,"Bildung, Politik, Klima",FDP
1297,26,weiblich,Berlin,progressiv,,nie,Klima,Spiegel,2,False,0.76,"Wirtschaft, Politik, Sport",Grüne
1298,46,männlich,Hamburg,konservativ,FDP,immer,Gesundheit,Spiegel,10,False,0.22,"Politik, Musik, Wirtschaft",AfD
1299,43,männlich,Sachsen,konservativ,Grüne,gelegentlich,Bildung,Spiegel,8,True,0.03,"Musik, Reisen, Essen",CDU
1300,56,männlich,Sachsen,konservativ,,nie,Bildung,Spiegel,5,False,1.0,"Wirtschaft, Bildung, Politik",FDP
1301,38,weiblich,Sachsen,zentristisch,CDU,immer,Steuern,YouTube,4,False,0.81,"Sport, Essen, Politik",FDP
1302,71,männlich,Hamburg,zentristisch,,nie,Gesundheit,TikTok,1,True,0.62,"Sport, Reisen, Wirtschaft",CDU
1303,35,weiblich,Bayern,progressiv,SPD,gelegentlich,Klima,FAZ,9,True,0.31,"Technologie, Sport, Wirtschaft",Linke
1304,55,weiblich,Bayern,progressiv,CDU,gelegentlich,Bildung,Telegram,6,False,0.02,"Essen, Klima, Technologie",Linke
1305,26,männlich,Sachsen,konservativ,SPD,gelegentlich,Bildung,YouTube,2,True,0.69,"Klima, Sport, Wirtschaft",CDU
1306,36,weiblich,NRW,progressiv,AfD,immer,Gesundheit,Facebook-Gruppen,6,False,0.05,"Wirtschaft, Sport, Musik",SPD
1307,26,weiblich,NRW,liberal,SPD,gelegentlich,Gesundheit,Facebook-Gruppen,7,False,0.46,"Wirtschaft, Musik, Reisen",SPD
1308,53,männlich,Hamburg,progressiv,SPD,gelegentlich,Bildung,Tagesschau,2,False,0.3,"Sport, Reisen, Musik",Grüne
1309,37,weiblich,Berlin,liberal,CDU,immer,Bildung,Tagesschau,4,True,0.31,"Technologie, Politik, Sport",SPD
1310,64,männlich,Hamburg,liberal,,nie,Gesundheit,TikTok,2,False,0.52,"Sport, Reisen, Wirtschaft",Grüne
1311,74,männlich,NRW,progressiv,AfD,immer,Sicherheit,TikTok,8,True,0.08,"Bildung, Reisen, Wirtschaft",SPD
1312,47,männlich,Sachsen,liberal,CDU,immer,Bildung,Facebook-Gruppen,1,False,0.72,"Technologie, Sport, Essen",Grüne
1313,45,männlich,NRW,liberal,Die Linke,immer,Gesundheit,Tagesschau,2,True,0.5,"Essen, Sport, Reisen",Grüne
1314,71,männlich,Hamburg,progressiv,SPD,immer,Steuern,YouTube,5,False,0.34,"Technologie, Essen, Sport",Grüne
1315,63,weiblich,NRW,liberal,SPD,immer,Steuern,TikTok,1,False,0.37,"Politik, Technologie, Bildung",Grüne
1316,32,männlich,Bayern,konservativ,SPD,immer,Gesundheit,Spiegel,1,True,0.0,"Technologie, Musik, Politik",AfD
1317,60,männlich,Hamburg,progressiv,FDP,immer,Sicherheit,TikTok,0,False,0.6,"Musik, Politik, Bildung",Grüne
1318,74,männlich,Hamburg,zentristisch,,nie,Gesundheit,Spiegel,1,False,0.12,"Wirtschaft, Essen, Bildung",FDP
1319,44,männlich,Bayern,progressiv,,nie,Sicherheit,TikTok,4,True,0.77,"Sport, Klima, Bildung",SPD
1320,45,weiblich,Hamburg,progressiv,AfD,immer,Steuern,Tagesschau,8,False,0.01,"Essen, Sport, Technologie",SPD
1321,23,weiblich,Sachsen,konservativ,,nie,Klima,Spiegel,0,False,0.24,"Musik, Politik, Essen",CDU
1322,62,männlich,Berlin,zentristisch,Grüne,immer,Steuern,FAZ,10,False,0.75,"Reisen, Klima, Musik",FDP
1323,25,weiblich,Berlin,konservativ,,nie,Klima,Tagesschau,8,False,0.32,"Bildung, Musik, Reisen",CDU
1324,59,weiblich,Sachsen,konservativ,SPD,gelegentlich,Bildung,Tagesschau,10,False,0.14,"Technologie, Essen, Musik",CDU
1325,36,weiblich,NRW,progressiv,SPD,immer,Gesundheit,FAZ,6,True,0.27,"Sport, Wirtschaft, Essen",Grüne
1326,68,männlich,NRW,konservativ,,nie,Gesundheit,Telegram,0,True,0.05,"Reisen, Klima, Essen",FDP
1327,70,männlich,NRW,zentristisch,CDU,gelegentlich,Bildung,YouTube,4,False,0.9,"Wirtschaft, Technologie, Politik",FDP
1328,70,weiblich,Hessen,progressiv,SPD,immer,Sicherheit,YouTube,3,True,0.85,"Klima, Wirtschaft, Sport",SPD
1329,62,weiblich,Berlin,liberal,FDP,immer,Gesundheit,FAZ,1,False,0.99,"Essen, Reisen, Musik",SPD
1330,40,männlich,Bayern,liberal,FDP,gelegentlich,Bildung,Facebook-Gruppen,7,False,0.48,"Musik, Reisen, Sport",SPD
1331,28,männlich,NRW,liberal,SPD,immer,Migration,Facebook-Gruppen,7,True,0.68,"Reisen, Sport, Klima",Grüne
1332,55,männlich,Sachsen,konservativ,Grüne,immer,Gesundheit,TikTok,8,True,0.46,"Wirtschaft, Klima, Bildung",AfD
1333,57,weiblich,Berlin,liberal,SPD,immer,Sicherheit,TikTok,10,False,0.51,"Wirtschaft, Klima, Technologie",SPD
1334,29,weiblich,Bayern,konservativ,FDP,immer,Klima,Facebook-Gruppen,6,True,0.26,"Reisen, Bildung, Essen",AfD
1335,36,weiblich,Bayern,zentristisch,CDU,gelegentlich,Klima,Tagesschau,10,True,0.54,"Politik, Bildung, Sport",SPD
1336,37,weiblich,NRW,progressiv,,nie,Gesundheit,FAZ,2,False,0.56,"Technologie, Wirtschaft, Reisen",SPD
1337,21,männlich,Berlin,konservativ,CDU,immer,Migration,Telegram,0,True,0.92,"Sport, Klima, Bildung",FDP
1338,27,männlich,Berlin,liberal,,nie,Gesundheit,YouTube,10,False,0.13,"Musik, Politik, Reisen",FDP
1339,47,weiblich,NRW,konservativ,,nie,Bildung,Facebook-Gruppen,4,True,0.49,"Sport, Wirtschaft, Bildung",CDU
1340,45,männlich,Sachsen,progressiv,AfD,gelegentlich,Gesundheit,FAZ,8,True,0.59,"Wirtschaft, Klima, Technologie",Grüne
1341,57,männlich,Hamburg,konservativ,Die Linke,immer,Steuern,TikTok,0,False,0.04,"Musik, Essen, Politik",CDU
1342,37,männlich,Bayern,zentristisch,CDU,gelegentlich,Sicherheit,TikTok,3,True,0.56,"Essen, Reisen, Sport",CDU
1343,74,weiblich,Hessen,konservativ,CSU,immer,Gesundheit,Telegram,4,False,0.59,"Politik, Wirtschaft, Technologie",CDU
1344,61,männlich,Berlin,progressiv,,nie,Steuern,Spiegel,6,False,0.62,"Technologie, Reisen, Politik",Linke
1345,23,männlich,NRW,zentristisch,SPD,immer,Steuern,Facebook-Gruppen,3,False,0.03,"Politik, Essen, Wirtschaft",CDU
1346,63,weiblich,Hessen,zentristisch,CDU,immer,Klima,Telegram,3,False,0.18,"Musik, Klima, Sport",SPD
1347,62,weiblich,Bayern,konservativ,CSU,immer,Steuern,Telegram,9,True,0.22,"Wirtschaft, Klima, Technologie",CDU
1348,56,weiblich,Bayern,zentristisch,CDU,gelegentlich,Gesundheit,Spiegel,7,False,0.97,"Reisen, Klima, Bildung",FDP
1349,59,weiblich,Sachsen,liberal,,nie,Bildung,TikTok,0,False,0.94,"Reisen, Sport, Technologie",Grüne
1350,28,männlich,Berlin,liberal,SPD,gelegentlich,Steuern,Facebook-Gruppen,3,True,0.65,"Wirtschaft, Bildung, Politik",Grüne
1351,64,männlich,Bayern,zentristisch,Grüne,gelegentlich,Migration,TikTok,1,True,0.31,"Bildung, Technologie, Politik",CDU
1352,43,weiblich,Hamburg,liberal,SPD,immer,Migration,Tagesschau,7,True,0.48,"Wirtschaft, Reisen, Sport",SPD
1353,35,männlich,Sachsen,zentristisch,Grüne,immer,Bildung,Facebook-Gruppen,10,True,0.71,"Essen, Klima, Musik",FDP
1354,41,männlich,NRW,zentristisch,CDU,gelegentlich,Klima,FAZ,6,False,0.68,"Bildung, Sport, Essen",FDP
1355,75,männlich,Sachsen,konservativ,CDU,immer,Klima,YouTube,1,True,0.26,"Essen, Politik, Bildung",CDU
1356,47,männlich,Berlin,liberal,AfD,immer,Bildung,Spiegel,1,False,0.15,"Klima, Bildung, Essen",Grüne
1357,69,weiblich,NRW,liberal,CSU,immer,Gesundheit,FAZ,0,False,0.64,"Wirtschaft, Klima, Bildung",FDP
1358,62,weiblich,Berlin,konservativ,CSU,gelegentlich,Gesundheit,Tagesschau,6,False,0.49,"Essen, Sport, Wirtschaft",AfD
1359,19,männlich,Hessen,zentristisch,SPD,gelegentlich,Klima,FAZ,0,False,0.0,"Essen, Politik, Wirtschaft",CDU
1360,61,männlich,Hessen,progressiv,SPD,gelegentlich,Sicherheit,FAZ,2,False,0.88,"Klima, Essen, Politik",SPD
1361,72,männlich,Hessen,liberal,SPD,gelegentlich,Migration,TikTok,8,False,0.45,"Politik, Essen, Klima",SPD
1362,61,weiblich,NRW,konservativ,Grüne,immer,Bildung,TikTok,9,True,0.0,"Technologie, Bildung, Essen",FDP
1363,22,weiblich,Sachsen,konservativ,FDP,immer,Sicherheit,TikTok,0,True,0.97,"Politik, Essen, Sport",FDP
1364,19,weiblich,Berlin,zentristisch,FDP,immer,Sicherheit,Facebook-Gruppen,5,False,0.21,"Bildung, Politik, Wirtschaft",SPD
1365,73,weiblich,Hessen,konservativ,,nie,Sicherheit,FAZ,0,False,0.45,"Sport, Technologie, Reisen",FDP
1366,33,männlich,Hamburg,zentristisch,SPD,immer,Klima,YouTube,0,True,0.76,"Bildung, Sport, Musik",CDU
1367,19,männlich,Sachsen,konservativ,AfD,immer,Bildung,Spiegel,0,True,0.09,"Bildung, Reisen, Klima",CDU
1368,25,weiblich,Bayern,progressiv,,nie,Gesundheit,Tagesschau,1,False,0.04,"Technologie, Bildung, Essen",SPD
1369,42,männlich,NRW,liberal,AfD,gelegentlich,Steuern,Spiegel,10,False,0.71,"Klima, Bildung, Musik",SPD
1370,74,weiblich,Hamburg,konservativ,SPD,immer,Klima,TikTok,10,True,0.02,"Politik, Essen, Sport",AfD
1371,64,weiblich,Bayern,progressiv,,nie,Sicherheit,Telegram,0,False,0.84,"Wirtschaft, Technologie, Reisen",Grüne
1372,42,weiblich,Sachsen,konservativ,SPD,gelegentlich,Sicherheit,Telegram,0,True,0.35,"Reisen, Wirtschaft, Sport",CDU
1373,59,weiblich,Hamburg,liberal,,nie,Gesundheit,YouTube,2,False,0.4,"Technologie, Reisen, Wirtschaft",Grüne
1374,19,männlich,Berlin,konservativ,,nie,Klima,FAZ,1,True,1.0,"Technologie, Sport, Wirtschaft",AfD
1375,33,männlich,Sachsen,progressiv,Die Linke,immer,Steuern,YouTube,1,True,0.61,"Wirtschaft, Bildung, Klima",Grüne
1376,69,weiblich,Hessen,liberal,SPD,immer,Sicherheit,FAZ,1,True,0.16,"Reisen, Technologie, Musik",SPD
1377,42,männlich,Sachsen,zentristisch,SPD,immer,Steuern,Telegram,2,True,0.41,"Technologie, Musik, Bildung",CDU
1378,35,weiblich,Hessen,liberal,,nie,Gesundheit,Tagesschau,10,True,0.76,"Musik, Klima, Essen",Grüne
1379,57,männlich,Berlin,konservativ,FDP,immer,Gesundheit,Facebook-Gruppen,1,True,0.01,"Bildung, Musik, Klima",CDU
1380,75,weiblich,Hamburg,zentristisch,SPD,immer,Sicherheit,TikTok,3,False,0.1,"Musik, Essen, Sport",FDP
1381,43,männlich,Berlin,liberal,FDP,immer,Steuern,Spiegel,8,True,0.18,"Musik, Essen, Sport",FDP
1382,47,männlich,Berlin,konservativ,,nie,Sicherheit,Facebook-Gruppen,4,True,0.38,"Politik, Reisen, Musik",CDU
1383,75,männlich,Berlin,liberal,SPD,gelegentlich,Steuern,Spiegel,8,False,0.96,"Reisen, Technologie, Bildung",FDP
1384,29,männlich,Hamburg,konservativ,,nie,Sicherheit,Telegram,1,False,0.27,"Technologie, Essen, Musik",CDU
1385,30,weiblich,Hessen,konservativ,FDP,immer,Gesundheit,Tagesschau,10,True,0.08,"Reisen, Wirtschaft, Technologie",CDU
1386,38,männlich,NRW,progressiv,,nie,Sicherheit,Telegram,6,False,0.76,"Politik, Technologie, Musik",Grüne
1387,42,männlich,Berlin,progressiv,,nie,Migration,YouTube,8,False,0.03,"Sport, Essen, Klima",SPD
1388,49,weiblich,Sachsen,progressiv,Grüne,immer,Bildung,Telegram,7,True,0.55,"Klima, Wirtschaft, Musik",Grüne
1389,18,männlich,Sachsen,progressiv,,nie,Sicherheit,TikTok,8,True,0.87,"Reisen, Klima, Politik",Linke
1390,69,weiblich,Hessen,progressiv,,nie,Steuern,Telegram,0,False,0.16,"Politik, Sport, Musik",Grüne
1391,68,männlich,Hessen,konservativ,,nie,Klima,YouTube,10,False,0.78,"Essen, Politik, Reisen",AfD
1392,22,weiblich,NRW,konservativ,,nie,Gesundheit,TikTok,0,True,0.98,"Politik, Bildung, Essen",AfD
1393,65,männlich,Hessen,progressiv,CDU,gelegentlich,Gesundheit,Facebook-Gruppen,0,False,0.62,"Wirtschaft, Reisen, Klima",Linke
1394,66,weiblich,Hamburg,zentristisch,CDU,immer,Sicherheit,Facebook-Gruppen,0,False,0.37,"Wirtschaft, Technologie, Essen",CDU
1395,29,männlich,NRW,progressiv,SPD,immer,Sicherheit,Spiegel,6,True,0.23,"Wirtschaft, Bildung, Musik",Grüne
1396,38,weiblich,NRW,progressiv,SPD,immer,Klima,Facebook-Gruppen,0,True,0.85,"Essen, Sport, Politik",Grüne
1397,25,weiblich,Berlin,konservativ,,nie,Bildung,Tagesschau,0,True,0.04,"Politik, Sport, Essen",AfD
1398,59,weiblich,NRW,progressiv,CDU,gelegentlich,Steuern,YouTube,3,False,0.96,"Wirtschaft, Klima, Musik",Grüne
1399,42,männlich,Hessen,liberal,Grüne,immer,Bildung,Spiegel,9,True,0.57,"Klima, Sport, Politik",SPD
1400,74,weiblich,Hamburg,liberal,,nie,Bildung,Facebook-Gruppen,1,False,0.13,"Wirtschaft, Klima, Bildung",FDP
1401,71,weiblich,Hamburg,zentristisch,SPD,immer,Gesundheit,Telegram,8,True,0.71,"Sport, Technologie, Klima",CDU
1402,58,männlich,Hamburg,progressiv,,nie,Migration,Telegram,1,False,0.9,"Sport, Politik, Reisen",Linke
1403,60,weiblich,Bayern,liberal,CDU,immer,Bildung,Spiegel,2,True,0.09,"Essen, Wirtschaft, Technologie",Grüne
1404,28,weiblich,Hamburg,zentristisch,,nie,Migration,Tagesschau,9,False,0.25,"Technologie, Reisen, Bildung",FDP
1405,26,weiblich,Hamburg,zentristisch,Grüne,gelegentlich,Migration,Facebook-Gruppen,5,True,0.24,"Reisen, Technologie, Bildung",CDU
1406,75,männlich,Bayern,zentristisch,,nie,Bildung,FAZ,6,False,0.94,"Reisen, Technologie, Politik",SPD
1407,50,männlich,NRW,konservativ,CDU,gelegentlich,Sicherheit,YouTube,3,True,0.07,"Reisen, Sport, Musik",FDP
1408,23,weiblich,Bayern,liberal,Grüne,gelegentlich,Migration,Spiegel,1,False,0.3,"Wirtschaft, Musik, Sport",FDP
1409,22,weiblich,Berlin,zentristisch,,nie,Bildung,YouTube,5,False,0.6,"Politik, Technologie, Essen",FDP
1410,23,weiblich,Bayern,zentristisch,,nie,Klima,YouTube,7,True,0.69,"Bildung, Musik, Wirtschaft",SPD
1411,70,männlich,Sachsen,progressiv,Die Linke,immer,Klima,TikTok,7,True,0.06,"Politik, Reisen, Klima",Linke
1412,18,männlich,Berlin,konservativ,,nie,Migration,YouTube,2,True,0.75,"Reisen, Klima, Musik",FDP
1413,56,weiblich,Hamburg,konservativ,CDU,immer,Klima,Tagesschau,10,True,1.0,"Musik, Politik, Bildung",AfD
1414,51,männlich,NRW,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,10,False,0.52,"Musik, Wirtschaft, Politik",SPD
1415,28,männlich,Hamburg,konservativ,CDU,immer,Steuern,TikTok,3,False,0.98,"Essen, Klima, Musik",CDU
1416,54,weiblich,Hessen,liberal,,nie,Steuern,Telegram,5,True,0.59,"Bildung, Essen, Sport",SPD
1417,30,weiblich,Berlin,progressiv,,nie,Steuern,FAZ,9,True,0.27,"Technologie, Wirtschaft, Reisen",SPD
1418,47,weiblich,Berlin,konservativ,CSU,gelegentlich,Migration,Tagesschau,9,False,0.84,"Politik, Bildung, Sport",CDU
1419,24,männlich,Berlin,progressiv,CSU,gelegentlich,Migration,TikTok,1,True,0.1,"Sport, Essen, Technologie",Linke
1420,74,männlich,NRW,zentristisch,SPD,gelegentlich,Bildung,Facebook-Gruppen,7,False,0.74,"Bildung, Wirtschaft, Sport",CDU
